Pairs,Reciprocity_A,Reciprocity_B,Followership_A,Interestingness_A,BidirFriendship_A,Followership_B,Interestingness_B,BidirFriendship_B,PMentioning_AB,PRetweet_AB,TextSentiment_A,TextSentiment_B,TextSimilarity_AB,Interestingness_AB,Class
7112,"('j0s8', 'DFB10')",0.7478516508367254,0.5001693603019453,0.3371635923798004,1.995696107784431,1.3371635923798004,0.9993227881778164,1.7808158508158507,1.9993227881778164,-1,-1,-0.1027,0.0258,-1,-1,1
7113,"('j0s8', 'PAL15')",0.7478516508367254,0.466672643327805,0.3371635923798004,1.995696107784431,1.3371635923798004,1.14282969935645,1.3872340425531915,2.14282969935645,-1,-1,-0.1027,-0.2263,-1,-1,1
7114,"('j0s8', 'MGa12')",0.7478516508367254,0.7232770745428974,0.3371635923798004,1.995696107784431,1.3371635923798004,0.3825960136120564,1.0225430096895392,1.3825960136120563,-1,-1,-0.1027,0.0,-1,-1,1
7115,"('j0s8', 'Cov10')",0.7478516508367254,0.4881269747235387,0.3371635923798004,1.995696107784431,1.3371635923798004,1.0486472819216182,0.6780458121441301,2.0486472819216184,-1,-1,-0.1027,0.0,-1,-1,1
7116,"('j0s8', 'Les14')",0.7478516508367254,0.8833034111310593,0.3371635923798004,1.995696107784431,1.3371635923798004,0.13211382113821138,2.171428571428572,1.1321138211382114,-1,-1,-0.1027,0.0,1,-1,1
7117,"('wys9', 'ros10')",0.4207847295864263,0.6761744966442953,1.3765120967741935,0.8946041351487645,2.3765120967741935,0.478908188585608,0.3594507269789984,1.478908188585608,-1,-1,0.6901,-0.8074,1,-1,1
7118,"('wys9', 'Dho14')",0.4207847295864263,0.4635520212060967,1.3765120967741935,0.8946041351487645,2.3765120967741935,1.1572551822730521,1.04087972166998,2.1572551822730524,-1,-1,0.6901,0.0,-1,-1,1
7119,"('wys9', 'Jas11')",0.4207847295864263,0.8888888888888888,1.3765120967741935,0.8946041351487645,2.3765120967741935,0.125,1.5950095969289828,1.125,-1,-1,0.6901,0.7003,1,-1,1
7120,"('wys9', 'ian9')",0.4207847295864263,0.38412698412698415,1.3765120967741935,0.8946041351487645,2.3765120967741935,1.603305785123967,0.3121361397223466,2.603305785123967,-1,-1,0.6901,0.4926,1,-1,1
7121,"('wys9', 'imn15')",0.4207847295864263,0.6739130434782609,1.3765120967741935,0.8946041351487645,2.3765120967741935,0.4838709677419355,179.90243902439025,1.4838709677419355,-1,-1,0.6901,0.5399,-1,-1,1
7122,"('Daw11', 'Tal10')",0.4563876651982378,0.6002928257686676,1.191119691119691,1.4023445677203266,2.191119691119692,0.6658536585365854,1.5364963503649636,1.6658536585365853,-1,-1,0.0,0.29600000000000004,-1,-1,1
7123,"('Daw11', 'ang12')",0.4563876651982378,0.6246418338108882,1.191119691119691,1.4023445677203266,2.191119691119692,0.6009174311926605,1.12,1.6009174311926606,-1,-1,0.0,0.7707,1,-1,1
7124,"('Daw11', 'Cla13')",0.4563876651982378,0.7744198596869941,1.191119691119691,1.4023445677203266,2.191119691119692,0.2912891986062718,0.2663755458515284,1.2912891986062718,-1,-1,0.0,0.4404,1,-1,1
7125,"('Daw11', 'Plu10')",0.4563876651982378,0.4735023041474654,1.191119691119691,1.4023445677203266,2.191119691119692,1.1119221411192215,0.980229216439874,2.111922141119221,-1,-1,0.0,-0.2942,-1,-1,1
7126,"('Daw11', 'awa13')",0.4563876651982378,0.4961832061068702,1.191119691119691,1.4023445677203266,2.191119691119692,1.015384615384615,0.9907550077041604,2.015384615384616,-1,-1,0.0,0.0,1,-1,1
7127,"('tou15', 'WSH8')",0.5868878357030016,0.4770076018720711,0.7039030955585465,0.18136439267886856,1.7039030955585464,1.0964026486692984,0.0061224489795918356,2.096402648669298,-1,-1,0.0,0.0,-1,-1,1
7128,"('tou15', 'bab10')",0.5868878357030016,0.4718018372808886,0.7039030955585465,0.18136439267886856,1.7039030955585464,1.1195339250123504,0.004285714285714286,2.1195339250123504,-1,-1,0.0,0.4753,1,-1,1
7129,"('tou15', 'plu9')",0.5868878357030016,0.4728375161459056,0.7039030955585465,0.18136439267886856,1.7039030955585464,1.1148914074140968,0.018518518518518517,2.1148914074140968,-1,-1,0.0,0.2263,1,-1,1
7130,"('tou15', 'Jac15')",0.5868878357030016,0.5035526374960652,0.7039030955585465,0.18136439267886856,1.7039030955585464,0.9858897075240008,2.773761713520749,1.985889707524001,-1,-1,0.0,0.4199,1,-1,1
7131,"('tou15', 'lts13')",0.5868878357030016,0.5069022696652503,0.7039030955585465,0.18136439267886856,1.7039030955585464,0.9727668622600232,0.5188172043010753,1.972766862260024,-1,-1,0.0,0.0,1,-1,1
7132,"('Fai13', 'Ran15')",0.625,0.4268292682926829,0.6,0.0,1.6,1.3428571428571427,0.019191544594845168,2.342857142857143,-1,-1,-0.8225,0.0,1,-1,1
7133,"('Fai13', 'Nor15')",0.625,0.5842956120092379,0.6,0.0,1.6,0.7114624505928854,0.021434294871794872,1.7114624505928853,-1,-1,-0.8225,-0.29600000000000004,1,-1,1
7134,"('Fai13', 'Bri14')",0.625,0.425,0.6,0.0,1.6,1.3529411764705883,0.0,2.3529411764705883,-1,-1,-0.8225,-0.0176,1,-1,1
7135,"('Fai13', 'OnS14')",0.625,0.4014084507042254,0.6,0.0,1.6,1.4912280701754386,0.025,2.491228070175439,-1,-1,-0.8225,0.0,-1,-1,1
7136,"('Fai13', 'Sol14')",0.625,0.6101321585903083,0.6,0.0,1.6,0.6389891696750902,0.04100946372239748,1.6389891696750902,-1,-1,-0.8225,0.3612,1,-1,1
7137,"('Mad12', 'Nor14')",0.5142857142857142,0.6078199052132701,0.9444444444444444,0.032786885245901634,1.9444444444444444,0.645224171539961,0.06403940886699508,1.6452241715399607,-1,-1,0.0,0.0,1,-1,1
7138,"('Mad12', 'ME_13')",0.5142857142857142,0.3297872340425532,0.9444444444444444,0.032786885245901634,1.9444444444444444,2.032258064516129,0.0,3.032258064516129,-1,-1,0.0,0.8573,-1,-1,1
7139,"('Mad12', 'Bri14')",0.5142857142857142,0.425,0.9444444444444444,0.032786885245901634,1.9444444444444444,1.3529411764705883,0.0,2.3529411764705883,-1,-1,0.0,-0.0176,1,-1,1
7140,"('Mad12', 'Mes15')",0.5142857142857142,0.4739884393063584,0.9444444444444444,0.032786885245901634,1.9444444444444444,1.1097560975609757,0.0047619047619047615,2.1097560975609757,-1,-1,0.0,0.4956,1,-1,1
7141,"('Mad12', 'Rhu13')",0.5142857142857142,0.3875968992248062,0.9444444444444444,0.032786885245901634,1.9444444444444444,1.58,0.004305705059203444,2.58,-1,-1,0.0,0.5106,1,-1,1
7142,"('Mir14', 'fir8')",0.4708307565450423,0.5135135135135135,1.1239054290718038,0.056531980431237534,2.123905429071804,0.9473684210526316,5.5,1.9473684210526316,-1,-1,0.0,0.0,-1,-1,1
7143,"('Mir14', 'fem12')",0.4708307565450423,0.7455762792922047,1.1239054290718038,0.056531980431237534,2.123905429071804,0.3412443874278384,84.06666666666666,1.3412443874278384,-1,-1,0.0,0.1531,-1,-1,1
7144,"('Mir14', 'Qui14')",0.4708307565450423,0.43312101910828027,1.1239054290718038,0.056531980431237534,2.123905429071804,1.3088235294117647,0.3021276595744681,2.3088235294117645,-1,-1,0.0,0.3612,-1,-1,1
7145,"('Mir14', 'Hea14')",0.4708307565450423,0.6472945891783567,1.1239054290718038,0.056531980431237534,2.123905429071804,0.5448916408668729,0.4898308713337615,1.5448916408668731,-1,-1,0.0,0.0,-1,-1,1
7146,"('Mir14', 'Son8')",0.4708307565450423,0.4709677419354839,1.1239054290718038,0.056531980431237534,2.123905429071804,1.1232876712328768,0.2691131498470948,2.1232876712328768,-1,-1,0.0,0.0,-1,-1,1
7147,"('Ref12', 'Pre14')",0.4219653179190752,0.7023809523809523,1.3698630136986298,0.012345679012345678,2.3698630136986303,0.423728813559322,0.4488636363636364,1.4237288135593218,-1,-1,0.0,0.4753,-1,-1,1
7148,"('Ref12', 'Swa11')",0.4219653179190752,0.5,1.3698630136986298,0.012345679012345678,2.3698630136986303,1.0,0.0,2.0,-1,-1,0.0,-0.3182,1,-1,1
7149,"('Ref12', 'The14')",0.4219653179190752,0.6199021207177814,1.3698630136986298,0.012345679012345678,2.3698630136986303,0.6131578947368421,0.5506172839506173,1.613157894736842,-1,-1,0.0,0.0,1,-1,1
7150,"('Ref12', 'Ere8')",0.4219653179190752,0.6842105263157895,1.3698630136986298,0.012345679012345678,2.3698630136986303,0.4615384615384616,inf,1.4615384615384617,-1,-1,0.0,0.0,-1,-1,1
7151,"('Ref12', 'WiI15')",0.4219653179190752,0.5714285714285714,1.3698630136986298,0.012345679012345678,2.3698630136986303,0.75,0.075,1.75,-1,-1,0.0,0.4404,1,-1,1
7152,"('Age11', 'Joh11')",0.4686705952316592,0.5224862888482632,1.1336947744837929,0.21572617946345976,2.1336947744837933,0.913925822253324,4.888599348534202,1.913925822253324,-1,-1,-0.7184,0.0,1,-1,1
7153,"('Age11', 'PF14')",0.4686705952316592,0.8397849462365592,1.1336947744837929,0.21572617946345976,2.1336947744837933,0.19078104993597952,156.47916666666666,1.1907810499359794,-1,-1,-0.7184,0.5719,1,-1,1
7154,"('Age11', 'deb12')",0.4686705952316592,0.4689584402257568,1.1336947744837929,0.21572617946345976,2.1336947744837933,1.1323851203501094,3.3247635217074945,2.1323851203501096,-1,-1,-0.7184,0.8057,-1,-1,1
7155,"('Age11', 'rob13')",0.4686705952316592,0.5145370508424034,1.1336947744837929,0.21572617946345976,2.1336947744837933,0.9434946392350044,0.19013551703420192,1.9434946392350043,-1,-1,-0.7184,0.6114,-1,-1,1
7156,"('Age11', 'Mar14')",0.4686705952316592,0.5921052631578947,1.1336947744837929,0.21572617946345976,2.1336947744837933,0.6888888888888889,1.4491591709034024,1.6888888888888889,-1,-1,-0.7184,0.4482,1,-1,1
7157,"('Chu14', 'Suz13')",0.49523702790541296,0.6185038066865276,1.019235121068115,0.3288050266126088,2.0192351210681148,0.6168049237356168,0.6467891752784591,1.6168049237356168,-1,-1,0.0,0.4588,-1,-1,1
7158,"('Chu14', 'D5G9')",0.49523702790541296,0.6816431322207959,1.019235121068115,0.3288050266126088,2.0192351210681148,0.4670433145009416,0.7440000000000001,1.4670433145009416,-1,-1,0.0,0.4199,-1,-1,1
7159,"('Chu14', 'VOC14')",0.49523702790541296,0.4900506922902323,1.019235121068115,0.3288050266126088,2.0192351210681148,1.0406052184653392,7.270201043881693,2.04060521846534,-1,-1,0.0,0.0,-1,-1,1
7160,"('Chu14', 'Kee15')",0.49523702790541296,0.5376866967697117,1.019235121068115,0.3288050266126088,2.0192351210681148,0.8598191214470284,2.8529411764705883,1.8598191214470283,-1,-1,0.0,0.0,-1,-1,1
7161,"('Chu14', 'AEV10')",0.49523702790541296,0.589778076664425,1.019235121068115,0.3288050266126088,2.0192351210681148,0.6955530216647663,1.026127586535711,1.6955530216647663,-1,-1,0.0,0.0,-1,-1,1
7162,"('Col13', 'mic14')",0.5024407561906452,0.5054776654711445,0.9902844020491078,0.29411764705882354,1.990284402049108,0.9783267754628135,0.5263157894736842,1.9783267754628133,-1,-1,0.0,-0.7065,-1,-1,1
7163,"('Col13', 'the13')",0.5024407561906452,0.4529621503017005,0.9902844020491078,0.29411764705882354,1.990284402049108,1.2076899788071451,0.3150452488687783,2.207689978807145,-1,-1,0.0,0.0,1,-1,1
7164,"('Col13', 'Cra12')",0.5024407561906452,0.4767230955259976,0.9902844020491078,0.29411764705882354,1.990284402049108,1.0976537729866835,3.134300398674288,2.097653772986684,-1,-1,0.0,-0.5719,1,-1,1
7165,"('Col13', 'SHA12')",0.5024407561906452,0.5235490732300213,0.9902844020491078,0.29411764705882354,1.990284402049108,0.910040626813697,2.4739217652958883,1.910040626813697,-1,-1,0.0,0.0,-1,-1,1
7166,"('Col13', 'The15')",0.5024407561906452,0.5562995201428412,0.9902844020491078,0.29411764705882354,1.990284402049108,0.7975927783350051,0.5659574468085107,1.7975927783350047,-1,-1,0.0,-0.6892,1,-1,1
7167,"('Mel14', 'Suz12')",0.5329571685047448,0.4920273348519362,0.8763233878729547,0.9055579574386321,1.8763233878729548,1.0324074074074074,1.3712847932064791,2.0324074074074074,-1,-1,0.0,0.4927,-1,-1,1
7168,"('Mel14', 'Not11')",0.5329571685047448,0.4988915719884407,0.8763233878729547,0.9055579574386321,1.8763233878729548,1.0044435627851618,0.06837569447482393,2.004443562785162,-1,-1,0.0,-0.5766,-1,-1,1
7169,"('Mel14', 'Tru8')",0.5329571685047448,0.4317996091668147,0.8763233878729547,0.9055579574386321,1.8763233878729548,1.315889080885378,0.019933554817275743,2.3158890808853783,-1,-1,0.0,-0.8591,-1,-1,1
7170,"('Mel14', 'Lea15')",0.5329571685047448,0.5019496855345912,0.8763233878729547,0.9055579574386321,1.8763233878729548,0.9922315499310864,1.045582916315711,1.9922315499310863,-1,-1,0.0,0.128,-1,-1,1
7171,"('Mel14', 'mjb13')",0.5329571685047448,0.5220016001163721,0.8763233878729547,0.9055579574386321,1.8763233878729548,0.9157029399470532,0.8922177633628351,1.915702939947053,-1,-1,0.0,0.0,-1,-1,1
7172,"('Mic13', '15a14')",0.581964006259781,0.5084077771939044,0.7183193277310924,0.27419354838709675,1.7183193277310924,0.9669250645994832,8.326996197718632,1.9669250645994831,-1,-1,0.0,0.2732,1,-1,1
7173,"('Mic13', 'Sch13')",0.581964006259781,0.4951882044792372,0.7183193277310924,0.27419354838709675,1.7183193277310924,1.0194342089623205,1.8641701461377869,2.0194342089623203,-1,-1,0.0,0.0,-1,-1,1
7174,"('Mic13', 'Gul15')",0.581964006259781,0.5381259815041005,0.7183193277310924,0.27419354838709675,1.7183193277310924,0.8583009079118028,5.145063430777716,1.8583009079118031,-1,-1,0.0,0.25,-1,-1,1
7175,"('Mic13', 'USA15')",0.581964006259781,0.5076404257561387,0.7183193277310924,0.27419354838709675,1.7183193277310924,0.9698982769358522,1.745834150166634,1.969898276935852,-1,-1,0.0,0.0,1,-1,1
7176,"('Mic13', 'pau12')",0.581964006259781,0.5409945488930915,0.7183193277310924,0.27419354838709675,1.7183193277310924,0.8484474604153814,2.6142372881355933,1.8484474604153809,-1,-1,0.0,-0.4515,1,-1,1
7177,"('1477', 'Sha14')",0.5226942100669189,0.5776308736823298,0.9131644865015308,0.8286817962337035,1.9131644865015307,0.7312094030312404,1.1961066109223937,1.7312094030312404,-1,-1,0.0,0.5165,1,-1,1
7178,"('1477', 'lmi10')",0.5226942100669189,0.5676177612696269,0.9131644865015308,0.8286817962337035,1.9131644865015307,0.7617489589530042,2.0677872692201698,1.7617489589530042,-1,-1,0.0,0.4404,-1,-1,1
7179,"('1477', 'ora6')",0.5226942100669189,0.5205870079287801,0.9131644865015308,0.8286817962337035,1.9131644865015307,0.9209084836339344,1.0159341224909932,1.9209084836339343,-1,-1,0.0,-0.6705,1,-1,1
7180,"('1477', 'WeT15')",0.5226942100669189,0.5018950437317784,0.9131644865015308,0.8286817962337035,1.9131644865015307,0.9924484461225676,0.9868222322911948,1.9924484461225682,-1,-1,0.0,-0.2808,-1,-1,1
7181,"('1477', 'Cai12')",0.5226942100669189,0.4784371995454943,0.9131644865015308,0.8286817962337035,1.9131644865015307,1.0901384778398922,0.09200847774591696,2.0901384778398917,-1,-1,0.0,-0.5719,-1,-1,1
7182,"('McK11', 'jym8')",0.25881682613906515,0.6765113059529303,2.8637364305776964,3.5451764705882347,3.863736430577696,0.4781718963165075,1.0987012386762802,1.4781718963165076,-1,-1,0.7263,0.0,-1,-1,1
7183,"('McK11', 'Stu13')",0.25881682613906515,0.5656192236598891,2.8637364305776964,3.5451764705882347,3.863736430577696,0.7679738562091504,4.941422594142259,1.7679738562091505,-1,-1,0.7263,0.0,-1,-1,1
7184,"('McK11', 'cha14')",0.25881682613906515,0.2333615938957185,2.8637364305776964,3.5451764705882347,3.863736430577696,3.28519527702089,0.34251290877796897,4.2851952770208905,-1,-1,0.7263,0.0,-1,-1,1
7185,"('McK11', 'Son14')",0.25881682613906515,0.5014196617079623,2.8637364305776964,3.5451764705882347,3.863736430577696,0.9943374310328141,0.2127027080411638,1.994337431032814,-1,-1,0.7263,-0.3875,-1,-1,1
7186,"('McK11', 'eva10')",0.25881682613906515,0.7150313152400835,2.8637364305776964,3.5451764705882347,3.863736430577696,0.39854014598540144,6.507407407407408,1.3985401459854014,-1,-1,0.7263,-0.6609999999999999,-1,-1,1
7187,"('Bil13', 'Lul8')",0.602996254681648,0.6468942361499721,0.6583850931677019,0.7241825833603108,1.6583850931677018,0.5458477508650519,4.651634836516347,1.5458477508650517,-1,-1,0.3818,0.4939,1,-1,1
7188,"('Bil13', 'g_b11')",0.602996254681648,0.6582554517133956,0.6583850931677019,0.7241825833603108,1.6583850931677018,0.5191670610506389,1.801977598879944,1.5191670610506391,-1,-1,0.3818,0.0,1,-1,1
7189,"('Bil13', 'hat10')",0.602996254681648,0.6050955414012739,0.6583850931677019,0.7241825833603108,1.6583850931677018,0.6526315789473685,1.6248752909876951,1.6526315789473685,-1,-1,0.3818,0.0,1,-1,1
7190,"('Bil13', 'x1M8')",0.602996254681648,0.32506489760599944,0.6583850931677019,0.7241825833603108,1.6583850931677018,2.0763087843833183,0.8461275353726527,3.0763087843833183,-1,-1,0.3818,-0.4019,-1,-1,1
7191,"('Bil13', 'Avi8')",0.602996254681648,0.4966641957005189,0.6583850931677019,0.7241825833603108,1.6583850931677018,1.0134328358208955,2.043081761006289,2.0134328358208955,-1,-1,0.3818,-0.2023,1,-1,1
7192,"('mrj5', '_Wh15')",0.4941307993292342,0.5275951689344137,1.0237556561085972,0.009184535470999514,2.0237556561085968,0.8953926398145465,0.3548387096774194,1.8953926398145464,-1,-1,0.2732,-0.3612,1,-1,1
7193,"('mrj5', 'Tim15')",0.4941307993292342,0.6202512017367033,1.0237556561085972,0.009184535470999514,2.0237556561085968,0.61225,0.3831302911418542,1.61225,-1,-1,0.2732,0.29600000000000004,1,-1,1
7194,"('mrj5', 'Hap10')",0.4941307993292342,0.8035714285714286,1.0237556561085972,0.009184535470999514,2.0237556561085968,0.24444444444444444,0.019650655021834062,1.2444444444444445,-1,-1,0.2732,0.6416,-1,-1,1
7195,"('mrj5', 'Yel12')",0.4941307993292342,0.4744502942087334,1.0237556561085972,0.009184535470999514,2.0237556561085968,1.1077023498694516,1.2688679245283019,2.107702349869452,-1,-1,0.2732,-0.3182,1,-1,1
7196,"('mrj5', 'cds7')",0.4941307993292342,0.8175598631698974,1.0237556561085972,0.009184535470999514,2.0237556561085968,0.22315202231520226,0.8833720307197714,1.2231520223152021,-1,-1,0.2732,0.0,1,-1,1
7197,"('BlC10', 'Cli9')",0.5827275874004846,0.4674592826677864,0.7160677160677159,0.8167402914221665,1.7160677160677158,1.1392237507682126,1.3510415540241636,2.1392237507682124,-1,-1,0.2023,0.0,-1,-1,1
7198,"('BlC10', 'c2110')",0.5827275874004846,0.5114000866926744,0.7160677160677159,0.8167402914221665,1.7160677160677158,0.9554161722325818,4.1314432989690735,1.9554161722325816,-1,-1,0.2023,0.0,-1,-1,1
7199,"('BlC10', 'tea14')",0.5827275874004846,0.6334730096130146,0.7160677160677159,0.8167402914221665,1.7160677160677158,0.5785992217898833,0.6312107882022067,1.5785992217898832,-1,-1,0.2023,0.0,1,-1,1
7200,"('BlC10', 'wei15')",0.5827275874004846,0.4911152259363935,0.7160677160677159,0.8167402914221665,1.7160677160677158,1.0361820346606694,1.6716446214383918,2.0361820346606696,-1,-1,0.2023,-0.6476,-1,-1,1
7201,"('BlC10', 'Wal13')",0.5827275874004846,0.5072512023677396,0.7160677160677159,0.8167402914221665,1.7160677160677158,0.9714098169353074,0.702726473175022,1.971409816935308,-1,-1,0.2023,-0.29600000000000004,-1,-1,1
7202,"('Jea12', 'ken15')",0.4562211981566821,0.7029159036484012,1.1919191919191918,9.271898803046787,2.191919191919192,0.4226452905811624,1.064102564102564,1.4226452905811624,-1,-1,0.2732,0.0,-1,-1,1
7203,"('Jea12', 'lef14')",0.4562211981566821,0.5193112633181126,1.1919191919191918,9.271898803046787,2.191919191919192,0.9256274042864994,1.657483930211203,1.9256274042865,-1,-1,0.2732,-0.6124,1,-1,1
7204,"('Jea12', 'pap8')",0.4562211981566821,0.5010289187990372,1.1919191919191918,9.271898803046787,2.191919191919192,0.9958927768021713,3.582583102493075,1.995892776802172,-1,-1,0.2732,-0.29600000000000004,-1,-1,1
7205,"('Jea12', 'Vot12')",0.4562211981566821,0.4994801963324017,1.1919191919191918,9.271898803046787,2.191919191919192,1.0020813784867355,0.4221795589686159,2.002081378486736,-1,-1,0.2732,0.0,-1,-1,1
7206,"('Jea12', 'Wor12')",0.4562211981566821,0.4090271705957075,1.1919191919191918,9.271898803046787,2.191919191919192,1.4448253609744293,0.43061652987211296,2.4448253609744293,-1,-1,0.2732,-0.836,-1,-1,1
7207,"('Nik11', 'bev10')",0.9574468085106383,0.6311200536552649,0.04444444444444445,3.5,1.0444444444444445,0.5844845908607864,0.07734929078014184,1.5844845908607863,-1,-1,0.0,0.0,-1,-1,1
7208,"('PFA10', 'Med8')",0.2334780511336228,0.5903614457831325,3.2830578512396693,0.5581643543223053,4.283057851239668,0.6938775510204082,0.3791798107255521,1.6938775510204085,-1,-1,0.8415,0.1027,-1,-1,1
7209,"('PFA10', 'Yul10')",0.2334780511336228,0.7739520958083832,3.2830578512396693,0.5581643543223053,4.283057851239668,0.29206963249516443,3.4004914004914006,1.2920696324951644,-1,-1,0.8415,0.0,-1,-1,1
7210,"('PFA10', 'Rog12')",0.2334780511336228,0.14552501761804087,3.2830578512396693,0.5581643543223053,4.283057851239668,5.871670702179178,0.5826814135419477,6.871670702179178,-1,-1,0.8415,0.0,-1,-1,1
7211,"('PFA10', 'Mar12')",0.2334780511336228,0.4250258220003443,3.2830578512396693,0.5581643543223053,4.283057851239668,1.3527982259844673,0.5728216818642351,2.352798225984466,-1,-1,0.8415,0.0,1,-1,1
7212,"('PFA10', 'Hyk5')",0.2334780511336228,0.33513454848715063,3.2830578512396693,0.5581643543223053,4.283057851239668,1.983876190963168,0.3860579115367077,2.9838761909631675,-1,-1,0.8415,-0.5859,1,-1,1
7213,"('Tah8', 'Sta10')",0.4928861788617886,0.3122624859906991,1.0288659793814432,0.8619791666666666,2.028865979381443,2.2024339933993398,0.4114429927636434,3.2024339933993398,-1,-1,-0.6514,0.0,-1,-1,1
7214,"('Tah8', 'Don9')",0.4928861788617886,0.4692558858910466,1.0288659793814432,0.8619791666666666,2.028865979381443,1.1310334724968871,1.192116724738676,2.1310334724968882,-1,-1,-0.6514,0.0,1,-1,1
7215,"('Tah8', 'quo8')",0.4928861788617886,0.4858710882765063,1.0288659793814432,0.8619791666666666,2.028865979381443,1.0581590963710648,0.6374714394516374,2.0581590963710648,-1,-1,-0.6514,-0.5994,1,-1,1
7216,"('Tah8', 'wis12')",0.4928861788617886,0.493903196606379,1.0288659793814432,0.8619791666666666,2.028865979381443,1.0246882524167176,1.3555905511811024,2.0246882524167176,-1,-1,-0.6514,0.8519,1,-1,1
7217,"('Tah8', 'Sco12')",0.4928861788617886,0.5976732913233156,1.0288659793814432,0.8619791666666666,2.028865979381443,0.6731549067315491,2.8325471698113214,1.6731549067315492,-1,-1,-0.6514,-0.6486,1,-1,1
7218,"('Cor10', 'Not13')",0.4795845272206304,0.514552162328346,1.0851381628080656,1.004936530324401,2.085138162808066,0.943437562238598,0.5433100711243897,1.9434375622385984,-1,-1,0.4019,0.8555,1,-1,1
7219,"('Cor10', 'twi6')",0.4795845272206304,0.5146036161335188,1.0851381628080656,1.004936530324401,2.085138162808066,0.9432432432432432,0.9047250193648336,1.9432432432432432,-1,-1,0.4019,0.0,1,-1,1
7220,"('Cor10', 'Twi9')",0.4795845272206304,0.5235565001771165,1.0851381628080656,1.004936530324401,2.085138162808066,0.9100135317997292,0.8783068783068783,1.9100135317997289,-1,-1,0.4019,0.0,1,-1,1
7221,"('Cor10', 'Kin11')",0.4795845272206304,0.513184584178499,1.0851381628080656,1.004936530324401,2.085138162808066,0.9486166007905138,0.14714441615132776,1.948616600790514,-1,-1,0.4019,0.0258,1,-1,1
7222,"('Cor10', 'sap8')",0.4795845272206304,0.513601429245601,1.0851381628080656,1.004936530324401,2.085138162808066,0.9470350802349621,1.8594478307637143,1.9470350802349616,-1,-1,0.4019,-0.8374,1,-1,1
7223,"('Kee15', 'Wok12')",0.4852620087336245,0.7372262773722628,1.0607424071991,0.5724273541621149,2.0607424071991,0.3564356435643564,11.554202192448232,1.3564356435643563,-1,-1,0.0,0.4939,1,-1,1
